,igdb_game_string,igdb_series
10207,burnout-paradise,yes
10208,forza-horizon,yes
10209,jet-moto-2,no
10210,mx-unleashed,yes
10211,need-for-speed-shift,yes
10212,gran-turismo-concept-2001-tokyo,no
10213,forza-horizon-4,yes
10214,jet-moto,no
10215,crazy-taxi,yes
10216,the-crew,yes
10217,midnight-club-ii,yes
10218,need-for-speed-underground,yes
10219,need-for-speed-undercover,yes
10220,pgr-project-gotham-racing-2,no
10221,spy-hunter,yes
10222,need-for-speed-carbon,yes
10223,sled-storm,no
10224,midnight-club-3-dub-edition-americaothers-sales,no
10225,nascar-2000,yes
10226,smugglers-run,no
10227,stuntman,yes
10228,need-for-speed-most-wanted-2012,no
10229,nascar-98,yes
10230,nascar-99,yes
10231,forza-motorsport-7,yes
10232,sonic-rivals-2,yes
10233,tokyo-xtreme-racer-zero,yes
10234,forza-horizon-2,yes
10235,sonic-amp-sega-all-stars-racing,no
10236,sonic-rivals,yes
10237,kinect-joy-ride,no
10238,ridge-racer,yes
10239,twisted-metal-black,yes
10240,nascar-2005-chase-for-the-cup,yes
10241,need-for-speed-undercover,yes
10242,colin-mcrae-rally-3,yes
10243,ridge-racer-7,yes
10244,need-for-speed-the-run,yes
10245,burnout-paradise,yes
10246,the-simpsons-hit-amp-run,no
10247,test-drive,yes
10248,f1-2010,yes
10249,need-for-speed-carbon,yes
10250,corvette,no
10251,need-for-speed-underground-rivals,yes
10252,toca-2-touring-car-championship,no
10253,tnn-motor-sports-hardcore-4x4,no
10254,ihra-drag-racing-2,no
10255,burnout-3-takedown,yes
10256,test-drive-5,yes
10257,midnight-club-3-dub-edition-america-weekly-sales,no
10258,project-cars,yes
10259,need-for-speed-carbon,yes
10260,twisted-metal-4,yes
10261,road-rash,yes
10262,need-for-speed-rivals,yes
10263,need-for-speed-most-wanted,yes
10264,cars-2,yes
10265,road-rash-3d,yes
10266,ridge-racer-v,yes
10267,need-for-speed-carbon,yes
10268,driv3r,yes
10269,vigilante-8,yes
10270,nascar-thunder-2003,yes
10271,cars,yes
10272,need-for-speed-underground,yes
10273,cars,yes
10274,test-drive-4,no
10275,atv-offroad-fury-3,yes
10276,f1-2011,yes
10277,the-simpsons-road-rage,yes
10278,the-dukes-of-hazzard-racing-for-home,yes
10279,pole-position,yes
10280,rage-racer,yes
10281,destruction-derby-2,yes
10282,midnight-club-3-dub-edition-remix,yes
10283,nascar-thunder-2002,yes
10284,sega-rally-championship,yes
10285,test-drive-off-road,yes
10286,need-for-speed-underground-2,yes
10287,cars,yes
10288,modnation-racers,no
10289,supercar-street-challenge,no
10290,need-for-speed-most-wanted-2012,no
10291,need-for-speed-prostreet,yes
10292,sonic-free-riders,yes
10293,grid,no
10294,nascar-thunder-2004,yes
10295,ridge-racer-revolution,no
10296,hot-wheels-turbo-racing,yes
10297,freekstyle,yes
10298,dirt-3,yes
10299,seek-and-destroy,no
10300,dirt,no
10301,the-simpsons-road-rage,yes
10302,forza-motorsport,yes
10303,sonic-amp-sega-all-stars-racing,no
10304,atv-quad-power-racing,yes
10305,jeremy-mcgrath-supercross-98,no
10306,wipeout-pure,yes
10307,need-for-speed-most-wanted,yes
10308,motorstorm-arctic-edge,yes
10309,mx-vs-atv-unleashed,yes
10310,f1-2012,yes
10311,ford-racing-2,yes
10312,excitebike-64,yes
10313,road-amp-track-presents-the-need-for-speed,no
10314,the-simpsons-hit-amp-run,no
10315,dirt-2,no
10316,midnight-club-la-remix,no
10317,cars-race-o-rama,yes
10318,nascar-99,yes
10319,cars,yes
10320,sonic-amp-sega-all-stars-racing,no
10321,driver-san-francisco,yes
10322,colin-mcrae-rally-04,yes
10323,monster-trucks-quad-desert-fury-double-value,no
10324,cars,yes
10325,snocross-championship-racing,no
10326,cars,yes
10327,sonic-riders,yes
10328,starsky-amp-hutch,no
10329,tokyo-xtreme-racer-3,no
10330,sonic-riders-zero-gravity,yes
10331,colin-mcrae-rally-20,no
10332,mx-vs-atv-reflex,yes
10333,cars-2,yes
10334,mini-yonku-shining-scorpion-lets-amp-go,no
10335,burnout-revenge,yes
10336,destruction-derby,yes
10337,pure,no
10338,f1-2010,yes
10339,littlebigplanet-karting,yes
10340,monster-4x4-world-circuit,yes
10341,f1-2009,yes
10342,need-for-speed-v-rally,yes
10343,grid,no
10344,dirt,no
10345,enduro,no
10346,ford-racing,yes
10347,burnout-legends,yes
10348,burnout-2-point-of-impact,yes
10349,atv-quad-power-racing-2,no
10350,big-mutha-truckers,yes
10351,forza-horizon-2,yes
10352,need-for-speed-nitro,yes
10353,need-for-speed-hot-pursuit-2,yes
10354,the-crew-2,yes
10355,nascar-2001,yes
10356,need-for-speed-rivals,yes
10357,moto-racer,yes
10358,dirt-2,no
10359,need-for-speed-hot-pursuit-2,yes
10360,ridge-racer,yes
10361,motocross-mania,no
10362,f1-2016,yes
10363,need-for-speed-prostreet,yes
10364,andretti-racing,no
10365,need-for-speed-porsche-unleashed,yes
10366,need-for-speed-undercover,yes
10367,pokemon-dash,yes
10368,sonic-amp-sega-all-stars-racing-with-banjo-kazooie,no
10369,formula-1,yes
10370,driv3r,yes
10371,san-francisco-rush-extreme-racing,yes
10372,need-for-speed-shift,yes
10373,burnout,yes
10374,midnight-club-3-dub-edition,yes
10375,need-for-speed-2015,no
10376,jet-moto-3,yes
10377,splitsecond,no
10378,need-for-speed-payback,yes
10379,wipeout-omega-collection,yes
10380,test-drive-6,yes
10381,blur,no
10382,f1-2011,yes
10383,mx-vs-atv-reflex,yes
10384,dirt-3,yes
10385,the-crew,yes
10386,super-trucks-racing,no
10387,jeremy-mcgrath-supercross-2000,no
10388,lego-racers,yes
10389,splashdown,yes
10390,need-for-speed-rivals,yes
10391,nascar-2001,yes
10392,driver-san-francisco,yes
10393,moto-racer-2,yes
10394,mx-vs-atv-unleashed-on-the-edge,no
10395,f1-2015,yes
10396,mx-vs-atv-untamed,yes
10397,test-drive-unlimited-2,yes
10398,tourist-trophy-the-real-riding-simulator,no
10399,cars-mater-national-championship,yes
10400,need-for-speed-shift-2-unleashed,yes
10401,mx-vs-atv-untamed,yes
10402,f-zero-gx,yes
10403,monster-jam-maximum-destruction,yes
10404,need-for-speed-undercover,yes
10405,stuntman-ignition,yes
10406,cruisn-world,no
10407,nascar-06-total-team-control,yes
10408,juiced-2-hot-import-nights,yes
10409,sega-rally-revo,yes
10410,test-drive-unlimited-2,yes
10411,donkey-kong-barrel-blast,yes
10412,beetle-adventure-racing,no
10413,f1-2017,yes
10414,formula-1-championship-edition,no
10415,mysims-racing,yes
10416,monster-trucks,no
10417,wave-race-blue-storm,yes
10418,rayman-arena,yes
10419,splitsecond,no
10420,mickeys-speedway-usa,no
10421,nascar-heat-2002,yes
10422,pgr3-project-gotham-racing-3,no
10423,hot-wheels-stunt-track-challenge,yes
10424,extreme-g,yes
10425,asphalt-urban-gt,yes
10426,blur,no
10427,sonic-amp-sega-all-stars-racing-transformed,no
10428,nascar-dirt-to-daytona,yes
10429,f1-2013,yes
10430,championship-motocross-featuring-ricky-carmichael,no
10431,atv-offroad-fury-blazin-trails,yes
10432,wreckless-the-yakuza-missions,no
10433,rallisport-challenge,yes
10434,need-for-speed-most-wanted,yes
10435,nascar-rumble,yes
10436,mx-2002-featuring-ricky-carmichael,no
10437,daytona-usa,yes
10438,mx-vs-atv-alive,yes
10439,monster-jam-path-of-destruction,yes
10440,jak-x-combat-racing,yes
10441,project-cars-2,yes
10442,modnation-racers,no
10443,crash-tag-team-racing,yes
10444,srs-street-racing-syndicate,no
10445,system-3-presents-ferrari-challenge-trofeo-pirelli,no
10446,007-racing,yes
10447,nascar-09,yes
10448,excite-truck,yes
10449,sonic-amp-sega-all-stars-racing-transformed,no
10450,f1-2018,yes
10451,juiced,yes
10452,f1-2009,yes
10453,nascar-2000,yes
10454,stuntman-ignition,yes
10455,gt-pro-series,no
10456,cars-2,yes
10457,hsx-hypersonicxtreme,no
10458,dirt-rally,yes
10459,test-drive-unlimited,yes
10460,midnight-club-ii,yes
10461,burnout-revenge,yes
10462,splashdown-rides-gone-wild,yes
10463,sonic-amp-sega-all-stars-racing-transformed,no
10464,ridge-racer-3d,yes
10465,cars-mater-national-championship,yes
10466,asphalt-3d,yes
10467,dreamworks-madagascar-kartz,no
10468,motorstorm-apocalypse,yes
10469,wipeout-pulse,yes
10470,f1-2012,yes
10471,crazy-taxi,yes
10472,spy-hunter-2,no
10473,dirt-4,yes
10474,cars-2,yes
10475,need-for-speed-porsche-unleashed,yes
10476,vigilante-8-2nd-offense,yes
10477,crazy-taxi-fare-wars,yes
10478,midnight-club-street-racing,yes
10479,grand-prix,no
10480,world-of-outlaws-sprint-cars-2002,no
10481,cars-race-o-rama,yes
10482,ford-racing-off-road,yes
10483,wipeout,yes
10484,mysims-racing,yes
10485,hot-wheels-velocity-x,yes
10486,la-rush,no
10487,automobili-lamborghini,yes
10488,need-for-speed-carbon,yes
10489,emergency-heroes,no
10490,trackmania-turbo,yes
10491,cars-race-o-rama,yes
10492,downhill-domination,no
10493,mx-vs-atv-alive,yes
10494,need-for-speed-hot-pursuit,yes
10495,hydro-thunder,yes
10496,crash-nitro-kart,yes
10497,mx-vs-atv-untamed,yes
10498,star-wars-demolition,yes
10499,atv-offroad-fury-pro,yes
10500,nascar-2005-chase-for-the-cup,yes
10501,vin-diesel-wheelman,no
10502,burnout-dominator,yes
10503,sega-rally-revo,yes
10504,hot-wheels-stunt-track-challenge,yes
10505,atv-quad-power-racing-2,no
10506,walt-disney-world-quest-magical-racing-tour,yes
10507,sled-storm,no
10508,sonic-amp-sega-all-stars-racing-transformed,no
10509,chocobo-racing,yes
10510,mx-unleashed,yes
10511,need-for-speed-shift-2-unleashed,yes
10512,need-for-speed-underground-2,yes
10513,wipeout-64,yes
10514,juiced-eliminator,yes
10515,nascar-thunder-2002,yes
10516,hot-wheels-world-race,yes
10517,nascar-kart-racing,yes
10518,american-chopper,yes
10519,jgtc-all-japan-grand-touring-car-championship,no
10520,test-drive,yes
10521,rush-2-extreme-racing-usa,yes
10522,f1-2014,yes
10523,sega-rally-championship-2,no
10524,cars-race-o-rama,yes
10525,nascar-racing,no
10526,cars-mater-national-championship,yes
10527,project-cars,yes
10528,monster-jam-urban-assault,yes
10529,nintendo-labo-toy-con-03-vehicle-kit,no
10530,monster-trucks-mayhem,no
10531,rr64-ridge-racer-64,no
10532,top-gear-rally,yes
10533,18-wheeler-american-pro-trucker,no
10534,hot-wheels-beat-that,yes
10535,mx-vs-atv-unleashed,yes
10536,road-rash-jailbreak,no
10537,speed-racer-the-videogame,yes
10538,suzuki-tt-superbikes,no
10539,juiced-2-hot-import-nights,yes
10540,nascar-heat,yes
10541,bump-n-jump,no
10542,extreme-g-xg2,no
10543,monster-jam-urban-assault,yes
10544,auto-modellista,no
10545,motogp-08,yes
10546,wipeout-2048,yes
10547,san-francisco-rush-extreme-racing,yes
10548,bakusou-dekotora-densetsu-otoko-ippiki-yume-kaidoi,yes
10549,flatout,yes
10550,mx-vs-atv-untamed,yes
10551,rogue-trip-vacation-2012,no
10552,need-for-speed-nitro,yes
10553,moto-racer-world-tour,yes
10554,monster-jam-path-of-destruction,yes
10555,burnout-paradise-remastered,yes
10556,dirt-2,no
10557,juiced-2-hot-import-nights,yes
10558,need-for-speed-hot-pursuit,yes
10559,dreamworks-madagascar-kartz,no
10560,need-for-speed-the-run,yes
10561,worlds-scariest-police-chases,no
10562,lego-racers,yes
10563,atvmonster-truck-mayhem,no
10564,south-park-rally,yes
10565,arctic-thunder,yes
10566,formula-1-championship-edition,no
10567,stunt-race-fx,no
10568,wwe-crush-hour,yes
10569,need-for-speed-carbon,yes
10570,motogp-08,yes
10571,rally-cross-2,yes
10572,wipeout-3,yes
10573,motorstorm-arctic-edge,yes
10574,twisted-metal,yes
10575,speed-racer-the-videogame,yes
10576,off-road-challenge,no
10577,spy-hunter,yes
10578,herbie-fully-loaded,no
10579,mxrider,no
10580,tokyo-highway-battle,no
10581,nascar-thunder-2002,yes
10582,the-crew-2,yes
10583,gt-advance-championship-racing,yes
10584,mx-vs-atv-untamed,yes
10585,dirt-2,no
10586,kinetica,no
10587,f1-race-stars,yes
10588,vin-diesel-wheelman,no
10589,rally-cross,yes
10590,wipeout-pulse,yes
10591,dragster,no
10592,cars-3-driven-to-win,yes
10593,bigfoot-collision-course,yes
10594,test-drive-unlimited,yes
10595,4x4-evolution,yes
10596,crash-nitro-kart,yes
10597,modnation-racers-road-trip,no
10598,fuel,yes
10599,hot-wheels-turbo-racing,yes
10600,vigilante-8,yes
10601,demolition-racer,no
10602,nascar-thunder-2003,yes
10603,star-wars-racer-revenge,yes
10604,nascar-2011-the-game,no
10605,f1-2013,yes
10606,midtown-madness-3,yes
10607,shrek-swamp-kart-speedway,yes
10608,burnout,yes
10609,cart-world-series,no
10610,the-dukes-of-hazzard-ii-daisy-dukes-it-out,yes
10611,monster-truck-madness-64,yes
10612,crazy-taxi-catch-a-ride,yes
10613,wacky-races-crash-amp-dash,no
10614,sonic-amp-sega-all-stars-racing-transformed,no
10615,dreamworks-madagascar-kartz,no
10616,need-for-speed-underground,yes
10617,flatout-head-on,yes
10618,ford-mustang-the-legend-lives,no
10619,jeremy-mcgrath-supercross-2000,no
10620,supercross-2000,no
10621,top-gear-overdrive,yes
10622,cars-3-driven-to-win,yes
10623,looney-tunes-racing,yes
10624,nascar-08,yes
10625,monster-4x4-masters-of-metal,yes
10626,vmx-racing,no
10627,r-racing-evolution,no
10628,atv-quad-power-racing-2,no
10629,mx-superfly-featuring-ricky-carmichael,no
10630,driver-parallel-lines,yes
10631,need-for-speed-most-wanted-2012,no
10632,need-for-speed-most-wanted,yes
10633,corvette,no
10634,f-1-grand-prix,no
10635,excitebots-trick-racing,yes
10636,need-for-speed-the-run,yes
10637,hot-wheels-track-attack,yes
10638,motocross-maniacs-advance,yes
10639,indy-500,no
10640,pro-race-driver,no
10641,nicktoons-racing,yes
10642,nascar-2011-the-game,no
10643,rallisport-challenge-2,yes
10644,wave-rally,no
10645,nascar-06-total-team-control,yes
10646,driveclub-vr,no
10647,stuntman-ignition,yes
10648,f1-race-stars,yes
10649,motogp,yes
10650,xgiii-extreme-g-racing,no
10651,nascar-thunder-2003,yes
10652,superbike-2000,yes
10653,initial-d-special-stage,no
10654,need-for-speed-most-wanted,yes
10655,virtua-racing,yes
10656,ford-racing-3,yes
10657,need-for-speed-most-wanted,yes
10658,asphalt-injection,yes
10659,riding-spirits,no
10660,mcgrath-vs-pastrana-freestyle-motocross,no
10661,crash-nitro-kart,yes
10662,choro-q3,no
10663,sega-rally-revo,yes
10664,atv-quad-power-racing,yes
10665,mtx-mototrax,no
10666,formula-one-2001,yes
10667,f1-2015,yes
10668,toca-race-driver-2-ultimate-racing-simulator,no
10669,nascar-09,yes
10670,need-for-speed-rivals,yes
10671,nascar-09,yes
10672,juiced-2-hot-import-nights,yes
10673,wipeout-xl,no
10674,wipeout-fusion,yes
10675,crash-tag-team-racing,yes
10676,motogp-07,yes
10677,trials-fusion,yes
10678,f1-pole-position-64,yes
10679,mrc-multi-racing-championship,no
10680,cars,yes
10681,penny-racers,yes
10682,sbk-superbike-world-championship,no
10683,monster-jam-path-of-destruction,yes
10684,dreamworks-madagascar-kartz,no
10685,f1-2000,yes
10686,wrc-world-rally-championship,no
10687,cars-mater-national-championship,yes
10688,choro-q2,no
10689,classic-nes-series-excitebike,yes
10690,srs-street-racing-syndicate,no
10691,fuel,yes
10692,ride,yes
10693,corvette,no
10694,burnout-2-point-of-impact,yes
10695,the-simpsons-road-rage,yes
10696,nhra-championship-drag-racing,no
10697,monster-jam,yes
10698,driver-76,no
10699,road-rash-64,yes
10700,juiced-2-hot-import-nights,yes
10701,4x4-evo-2,yes
10702,xs-airboat-racing,no
10703,mx-vs-atv-reflex,yes
10704,nascar-08,yes
10705,jet-x20,no
10706,nascar-thunder-2004,yes
10707,test-drive-eve-of-destruction,yes
10708,starsky-amp-hutch,no
10709,jeremy-mcgrath-supercross-world,no
10710,dirt-showdown,yes
10711,mampms-kart-racing,no
10712,nascar-08,yes
10713,trackmania-build-to-race,yes
10714,cars-2,yes
10715,the-italian-job,no
10716,hot-wheels-beat-that,yes
10717,need-for-speed-undercover,yes
10718,f1-2014,yes
10719,the-crew,yes
10720,dirt-4,yes
10721,motogp-08,yes
10722,nascar-2011-the-game,no
10723,ford-vs-chevy,no
10724,micro-machines-world-series,yes
10725,f1-2016,yes
10726,motogp-0910,no
10727,atv-quad-kings,no
10728,wreckless-the-yakuza-missions,no
10729,sports-car-gt,no
10730,dirt-rally,yes
10731,tron-evolution-battle-grids,yes
10732,the-dukes-of-hazzard-return-of-the-general-lee,yes
10733,crash-n-burn,no
10734,speed-racer-the-videogame,yes
10735,wild-wild-racing,no
10736,sbk-x-superbike-world-championship,yes
10737,baja-edge-of-control,yes
10738,cruisn-exotica,yes
10739,sbk-superbike-world-championship,no
10740,rumble-racing,no
10741,rollcage,yes
10742,wacky-races-crash-amp-dash,no
10743,nascar-heat-2002,yes
10744,crazy-taxi-3-high-roller,yes
10745,midnight-club-3-dub-edition-remix,yes
10746,drift-king-shutokou-battle-94,no
10747,need-for-speed-carbon-own-the-city,yes
10748,saturday-night-speedway,no
10749,le-mans-24-hours,no
10750,wrc-fia-world-rally-championship,yes
10751,cars,yes
10752,spy-hunter,yes
10753,monster-jam,yes
10754,speed-punks,no
10755,roadsters-99,no
10756,san-francisco-rush-2049,yes
10757,south-park-rally,yes
10758,ihra-drag-racing-2004,yes
10759,ford-racing-off-road,yes
10760,project-cars-2,yes
10761,ridge-racer-6,yes
10762,looney-tunes-space-race,yes
10763,baja-edge-of-control,yes
10764,motogp-14,no
10765,big-mutha-truckers-2,yes
10766,big-mutha-truckers,yes
10767,nascar-unleashed,yes
10768,need-for-speed-the-run,yes
10769,hot-wheels-track-attack,yes
10770,re-volt,no
10771,test-drive-unlimited-2,yes
10772,ihra-professional-drag-racing-2005,yes
10773,driver-san-francisco,yes
10774,jeep-thrills,no
10775,sbk-x-superbike-world-championship,yes
10776,nascar-unleashed,yes
10777,grid-autosport,yes
10778,sega-gt-2002,yes
10779,need-for-speed-shift-2-unleashed,yes
10780,hot-wheels-battle-force-5,yes
10781,f1-2017,yes
10782,cars-race-o-rama,yes
10783,f1-2011,yes
10784,driving-emotion-type-s,no
10785,ridge-racer,yes
10786,motogp-15,yes
10787,motogp,yes
10788,test-drive-off-road-wide-open,yes
10789,tokyo-xtreme-racer-drift,yes
10790,re-volt,no
10791,world-of-outlaws-sprint-cars,no
10792,f1-challenge,no
10793,dirt-showdown,yes
10794,american-chopper-2-full-throttle,yes
10795,burnout-legends,yes
10796,full-auto-2-battlelines,yes
10797,monster-4x4-stunt-racer,yes
10798,juiced,yes
10799,sonic-riders-zero-gravity,yes
10800,race-pro,yes
10801,mx-world-tour-featuring-jamie-little,no
10802,pursuit-force-extreme-justice,yes
10803,ridge-racer-unbounded,yes
10804,motogp-1011,no
10805,tokyo-xtreme-racer,yes
10806,world-driver-championship,no
10807,motogp-0910,no
10808,hot-wheels-beat-that,yes
10809,mxgp-3-the-official-motocross-videogame,no
10810,nicktoons-racing,yes
10811,off-world-interceptor-extreme,yes
10812,pursuit-force,yes
10813,tt-isle-of-man-ride-on-the-edge,no
10814,rc-revenge-pro,no
10815,f1-2018,yes
10816,matchbox-cross-town-heroes,no
10817,nascar-14,yes
10818,driver-san-francisco,yes
10819,f1-2011,yes
10820,flatout,yes
10821,ride-2,yes
10822,vehicular-combat-league-presents-motor-mayhem,no
10823,star-wars-super-bombad-racing,yes
10824,hot-wheels-velocity-x,yes
10825,f1-championship-season-2000,yes
10826,monster-jam,yes
10827,hot-wheels-world-race,yes
10828,n2o-nitrous-oxide,no
10829,crash-tag-team-racing,yes
10830,nascar-heat-2002,yes
10831,california-speed,no
10832,destruction-derby-64,yes
10833,hydro-thunder,yes
10834,wrc-2-fia-world-rally-championship,yes
10835,flatout-2,yes
10836,konami-krazy-racers,no
10837,f-zero-gp-legend,yes
10838,racing-lagoon-high-speed-driving-rpg,no
10839,mx-2002-featuring-ricky-carmichael,no
10840,street-racer,no
10841,polaris-snocross,no
10842,muppet-racemania,yes
10843,courier-crisis,no
10844,driven,yes
10845,hot-wheels-battle-force-5,yes
10846,burnout-2-point-of-impact,yes
10847,paris-dakar-rally,no
10848,xgiii-extreme-g-racing,no
10849,american-chopper,yes
10850,cars-race-o-rama,yes
10851,streak-hoverboard-racing,no
10852,enthusia-professional-racing,no
10853,bigfoot-collision-course,yes
10854,felony-11-79,no
10855,f1-2001,yes
10856,ben-10-galactic-racing,yes
10857,the-crew,yes
10858,ford-racing-2,yes
10859,nascar-heat-evolution,yes
10860,187-ride-or-die,no
10861,ridge-racer-ds,yes
10862,dirt-3,yes
10863,gearclub-unlimited,no
10864,toy-story-racer,no
10865,turbo-prop-racing,no
10866,mad-dash-racing,no
10867,motogp-2-ultimate-racing-technology,no
10868,cars-mater-national-championship,yes
10869,la-rush,no
10870,adrenalin-misfits,no
10871,thunder-truck-rally,no
10872,championship-motocross-2001-featuring-ricky-carmichael,no
10873,f1-2011,yes
10874,outrun-2,yes
10875,mx-vs-atv-reflex,yes
10876,ford-racing-off-road,yes
10877,destruction-derby-raw,yes
10878,bravo-air-race,no
10879,micro-machines-64-turbo,yes
10880,asphalt-urban-gt-2,yes
10881,hot-wheels-beat-that,yes
10882,micro-machines,yes
10883,the-crew-wild-run,no
10884,mxgp-2,no
10885,rayman-arena,yes
10886,4x4-evo-2,yes
10887,daytona-usa-championship-circuit-edition,yes
10888,lego-island-xtreme-stunts,yes
10889,motogp-17,yes
10890,hot-wheels-world-race,yes
10891,apex,no
10892,motogp-06,yes
10893,spy-hunter-2,no
10894,monster-jam,yes
10895,need-for-speed-underground-2,yes
10896,nitrobike,no
10897,dreamworks-super-star-kartz,yes
10898,splitsecond,no
10899,18-wheels-of-steel-extreme-trucker-2,yes
10900,castrol-honda-superbike-racing,no
10901,fatal-inertia,no
10902,ben-10-galactic-racing,yes
10903,nickelodeon-kart-racers,no
10904,cars-2,yes
10905,destruction-derby-arenas,yes
10906,project-cars,yes
10907,nascar-heat-2,yes
10908,mx-2002-featuring-ricky-carmichael,no
10909,valentino-rossi-the-game,yes
10910,shrek-smash-n-crash-racing,yes
10911,sonic-riders,yes
10912,rally-fusion-race-of-champions,no
10913,digimon-racing,yes
10914,dreamworks-super-star-kartz,yes
10915,nascar-heat-3,yes
10916,lego-racers-2,yes
10917,sega-gt,no
10918,sbk-2011-fim-superbike-world-championship,no
10919,toca-race-driver-2-ultimate-racing-simulator,no
10920,monster-jam-urban-assault,yes
10921,dt-racer,no
10922,drome-racers,yes
10923,burnout,yes
10924,indianapolis-500-legends,no
10925,crash-tag-team-racing,yes
10926,quantum-redshift,no
10927,need-for-speed-prostreet,yes
10928,monster-truck-madness,yes
10929,score-international-baja-1000-the-official-game,no
10930,high-velocity-mountain-racing-challenge,yes
10931,mx-vs-atv-all-out,yes
10932,motogp-14,no
10933,nascar-2005-chase-for-the-cup,yes
10934,ben-10-galactic-racing,yes
10935,motogp-3-official-game-of-motogp,no
10936,mampms-kart-racing,no
10937,ferrari-challenge-trofeo-pirelli,yes
10938,chase-hollywood-stunt-driver,no
10939,nascar-heat-2,yes
10940,nascar-unleashed,yes
10941,cel-damage,no
10942,rush,no
10943,dirt-2,no
10944,dreamworks-super-star-kartz,yes
10945,wrc-fia-world-rally-championship,yes
10946,2-games-in-1-double-pack-hot-wheels-velocity-x-hot-wheels-world-race,no
10947,dodge-racing-charger-vs-challenger,no
10948,burning-road,no
10949,naild,no
10950,indycar-series,no
10951,monster-jam-path-of-destruction,yes
10952,jeremy-mcgrath-supercross-world,no
10953,cruisn,no
10954,mx-vs-atv-untamed,yes
10955,crime-killer,no
10956,dreamworks-super-star-kartz,yes
10957,mobil-1-rally-championship,no
10958,arctic-thunder,yes
10959,blood-drive,no
10960,f1-2002,yes
10961,gt-advance-2-rally-racing,yes
10962,splashdown,yes
10963,f1-racing-championship,no
10964,smash-cars,no
10965,nascar-07,yes
10966,18-wheeler-american-pro-trucker,no
10967,ridge-racer-unbounded,yes
10968,sega-touring-car-championship,no
10969,monster-energy-supercross-the-official-videogame,no
10970,pimp-my-ride,no
10971,hot-wheels-velocity-x,yes
10972,ride,yes
10973,top-gear-rally-2,yes
10974,vigilante-8-2nd-offense,yes
10975,felony-11-79,no
10976,tyco-rc-assault-with-a-battery,no
10977,atv-quad-kings,no
10978,pimp-my-ride,no
10979,wrc-5-fia-world-rally-championship,yes
10980,atv-quad-frenzy,no
10981,burnout-paradise-remastered,yes
10982,starsky-amp-hutch,no
10983,foxkidscom-micro-maniacs-racing,no
10984,yamaha-supercross,no
10985,monster-jam-path-of-destruction,yes
10986,nascar-14,yes
10987,woody-woodpecker-racing,yes
10988,total-immersion-racing,no
10989,flatout-ultimate-carnage,yes
10990,nascar-the-game-inside-line,yes
10991,ski-doo-snowmobile-challenge,yes
10992,f1-career-challenge,yes
10993,motocross-mania-3,yes
10994,banjo-pilot,yes
10995,ridge-racer-2,yes
10996,corvette-evolution-gt,no
10997,road-rash-jailbreak,no
10998,yu-gi-oh-5ds-wheelie-breakers,no
10999,monster-jam-maximum-destruction,yes
11000,mxgp-2,no
11001,hot-wheels-stunt-track-challenge,yes
11002,freaky-flyers,no
11003,nascar-heat-3,yes
11004,nascar-heat-evolution,yes
11005,vanishing-point,no
11006,gt64-championship-edition,no
11007,indy-racing-2000,no
11008,nascar-unleashed,yes
11009,naild,no
11010,trackmania-turbo,yes
11011,score-international-baja-1000-the-official-game,no
11012,micro-machines-v3,yes
11013,zero4-champ-rr-z,no
11014,initial-d-street-stage,no
11015,f1-2014,yes
11016,ben-10-galactic-racing,yes
11017,the-land-before-time-great-valley-racing-adventure,yes
11018,mtx-mototrax,no
11019,motogp-07,yes
11020,option-tuning-car-battle,no
11021,ford-racing-3,yes
11022,global-touring-challenge-africa,no
11023,classic-nes-series-excitebike,yes
11024,motogp-2,yes
11025,nascar,yes
11026,mx-superfly-featuring-ricky-carmichael,no
11027,shox,no
11028,nickelodeon-kart-racers,no
11029,crash-n-burn,no
11030,speed-kings,no
11031,motogp,yes
11032,ford-mustang-the-legend-lives,no
11033,freekstyle,yes
11034,driver-renegade,no
11035,burnout-paradise-the-ultimate-box,yes
11036,jimmie-johnsons-anything-with-an-engine,no
11037,motogp-14,no
11038,kawasaki-quad-bikes,no
11039,ben-10-galactic-racing,yes
11040,gripshift,no
11041,running-wild,no
11042,mx-superfly-featuring-ricky-carmichael,no
11043,nascar-dirt-to-daytona,yes
11044,road-trip,no
11045,import-tuner-challenge-american-sales,no
11046,v-rally-edition-99,no
11047,nascar-the-game-inside-line,yes
11048,porsche-challenge,no
11049,grid-autosport,yes
11050,freestyle-metal-x,no
11051,test-drive-eve-of-destruction,yes
11052,atv-drift-amp-tricks,no
11053,shrek-smash-n-crash-racing,yes
11054,nickelodeon-kart-racers,no
11055,ford-racing-3,yes
11056,r-racing-evolution,no
11057,rollcage-stage-ii,yes
11058,top-gear-rally,yes
11059,mxgp-3-the-official-motocross-videogame,no
11060,indianapolis-500-legends,no
11061,monster-jam-urban-assault,yes
11062,srs-street-racing-syndicate,no
11063,mxgp-3-the-official-motocross-videogame,no
11064,monster-energy-supercross-the-official-videogame,no
11065,ihra-drag-racing-sportsman-edition,no
11066,ski-doo-snowmobile-challenge,yes
11067,wreckin-crew,yes
11068,sega-gt-online,yes
11069,tt-isle-of-man-ride-on-the-edge,no
11070,scars,no
11071,face-racers-photo-finish,no
11072,ride-2,yes
11073,toca-race-driver-3-the-ultimate-racing-simulator,no
11074,pac-man-world-rally,yes
11075,build-n-race,no
11076,spintires-mudrunner-american-wilds,no
