,igdb_game_string,igdb_series
11077,pimp-my-ride-street-racing,no
11078,grand-prix-challenge,no
11079,jimmie-johnsons-anything-with-an-engine,no
11080,initial-d-extreme-stage,yes
11081,the-italian-job,no
11082,big-mutha-truckers,yes
11083,micro-machines-world-series,yes
11084,iggys-reckin-balls,no
11085,penny-racers-party-turbo-q-speedway,no
11086,trackmania-ds,yes
11087,gravel,no
11088,mx-vs-atv-all-out,yes
11089,monster-trucks-ds,no
11090,gadget-racers,yes
11091,jimmie-johnsons-anything-with-an-engine,no
11092,ford-vs-chevy,no
11093,the-dukes-of-hazzard-return-of-the-general-lee,yes
11094,wwe-crush-hour,yes
11095,assetto-corsa,no
11096,score-international-baja-1000-the-official-game,no
11097,blood-drive,no
11098,monster-jam-crush-it,yes
11099,gt-advance-3-pro-concept-racing,yes
11100,r-racing-evolution,no
11101,wrc-6,no
11102,driven,yes
11103,gale-racer,no
11104,need-for-speed-undercover,yes
11105,formula-one-world-championship-beyond-the-limit,yes
11106,driving-simulator-2011,no
11107,ride-3,yes
11108,smashing-drive,no
11109,big-mutha-truckers-2,yes
11110,hang-on-gp,no
11111,need-for-speed-most-wanted-2012,no
11112,maximum-chase,no
11113,speed-zone,no
11114,circus-maximus-chariot-wars,no
11115,need-for-speed-underground-2,yes
11116,wrc-2-fia-world-rally-championship,yes
11117,monster-racers,no
11118,burnout-paradise-the-ultimate-box,yes
11119,aqua-teen-hunger-force-zombie-ninja-pro-am,yes
11120,hannspree-ten-kate-honda-sbk-superbike-world-championship,no
11121,valentino-rossi-the-game,yes
11122,homie-rollerz,no
11123,yamaha-supercross,no
11124,totaled,no
11125,aero-gauge,no
11126,wrc-7,yes
11127,motorstorm-rc,yes
11128,circuit-breakers,no
11129,sprint-cars-road-to-knoxville,no
11130,crazy-taxi-2,yes
11131,motor-toon-grand-prix-japan,no
11132,wipeout-hd-fury,no
11133,driver-parallel-lines,yes
11134,mayhem-3d,no
11135,world-racing,no
11136,mega-man-battle-amp-chase,no
11137,rayman-arena,yes
11138,spintires-mudrunner-american-wilds,no
11139,speed-racer,yes
11140,hot-wheels-burnin-rubber,no
11141,187-ride-or-die,no
11142,motogp-15,yes
11143,xgra-extreme-g-racing-association,yes
11144,ray-tracers,yes
11145,f1-2001,yes
11146,cel-damage,no
11147,motogp-17,yes
11148,the-king-of-route-66,yes
11149,chrysler-classic-racing,no
11150,monster-garage,no
11151,speed,no
11152,mx-vs-atv-supercross,yes
11153,biker-mice-from-mars,yes
11154,dreamworks-super-star-kartz,yes
11155,mx-vs-atv-supercross-encore-2017-track-edition,no
11156,highway-2000,no
11157,cocoto-kart-racer,yes
11158,penpen-triicelon,no
11159,sbk-2011-fim-superbike-world-championship,no
11160,chevrolet-camaro-wild-ride,no
11161,mx-vs-atv-supercross-encore-2017-track-edition,no
11162,motogp-1011,no
11163,penny-racers,yes
11164,polaris-snocross,no
11165,scars,no
11166,top-gear-hyper-bike,yes
11167,blur,no
11168,ihra-professional-drag-racing-2005,yes
11169,tokyo-xtreme-racer-advance,yes
11170,killer-loop,no
11171,ford-racing-3,yes
11172,mayhem-3d,no
11173,f1-2015,yes
11174,the-fast-and-the-furious,yes
11175,spintires-mudrunner-american-wilds,no
11176,racing-gears-advance,no
11177,need-for-speed-shift,yes
11178,wreckless-the-yakuza-missions,no
11179,toca-race-driver-2-ultimate-racing-simulator,no
11180,ride-to-hell,no
11181,starwinder-the-ultimate-space-race,no
11182,motogp,yes
11183,choro-q-marine-q-boat,yes
11184,wrc-5-fia-world-rally-championship,yes
11185,v-rally-3,yes
11186,impact-racing,no
11187,ride,yes
11188,motogp-4-official-game-of-motogp,no
11189,speed-kings,no
11190,vertigo,yes
11191,carve,no
11192,baja-edge-of-control-hd,yes
11193,f1-2010,yes
11194,hi-octane-the-track-fights-back,no
11195,power-drome,yes
11196,gran-turismo-motor-toon-grand-prix-2,no
11197,indycar-series,no
11198,rally-fusion-race-of-champions,no
11199,trackmania-turbo-build-to-race,yes
11200,ferrari-f355-challenge,no
11201,batman-gotham-city-racer,yes
11202,downforce,no
11203,need-for-speed-2015,no
11204,kart-racer,no
11205,arthur-ready-to-race,yes
11206,bakusou-kyoudai-lets-amp-go-eternal-wings,no
11207,monster-4x4-masters-of-metal,yes
11208,suzuki-super-bikes-ii-riding-challenge,no
11209,grid,no
11210,outrun-2006-coast-2-coast,yes
11211,mxgp-pro,yes
11212,dirt-2,no
11213,sebastien-loeb-rally-evo,no
11214,hummer-badlands,no
11215,cars-3-driven-to-win,yes
11216,dakar-18,yes
11217,stunt-gp,no
11218,rock-n-roll-racing,no
11219,american-chopper-2-full-throttle,yes
11220,mtx-mototrax,no
11221,american-chopper-2-full-throttle,yes
11222,test-drive-ferrari-legends,no
11223,need-for-speed-underground,yes
11224,monster-jam-crush-it,yes
11225,wrc-7,yes
11226,v-rally-3,yes
11227,billy-the-wizard-rocket-broomstick-racing,no
11228,need-for-speed-carbon,yes
11229,test-drive-le-mans,no
11230,monster-jam-maximum-destruction,yes
11231,big-air-freestyle,no
11232,gravel,no
11233,cocoto-kart-racer,yes
11234,choro-q-64-2-hacha-mecha-grand-prix-race,no
11235,galaxy-racers,no
11236,onrush,no
11237,short-track-racing-trading-paint,no
11238,ford-bold-moves-street-racing,no
11239,forza-motorsport-3-ultimate-collection,no
11240,road-rage,no
11241,toca-race-driver-2-ultimate-racing-simulator-amp-colin-mcrae-rally-04,no
11242,honda-atv-fever,no
11243,harley-davidson-road-trip,yes
11244,flatout-2,yes
11245,ride-to-hell,no
11246,test-drive-ferrari-legends,no
11247,monster-trux-arenas-special-edition,no
11248,sx-superstar,no
11249,nascar-07,yes
11250,pac-man-world-rally,yes
11251,splitsecond,no
11252,need-for-speed-prostreet,yes
11253,monaco-grand-prix,no
11254,rally-challenge-2000,no
11255,zen-nippon-gt-senshuken,no
11256,system-3-presents-ferrari-challenge-trofeo-pirelli,no
11257,antz-extreme-racing,yes
11258,grid,no
11259,stuntman,yes
11260,hannspree-ten-kate-honda-sbk-superbike-world-championship,no
11261,colin-mcrae-rally-3,yes
11262,monster-jam-crush-it,yes
11263,outrun-2006-coast-2-coast,yes
11264,sega-rally-2006,yes
11265,glacier2,no
11266,pro-race-driver,no
11267,ferrari-challenge-trofeo-pirelli,yes
11268,off-road-drive,no
11269,ski-doo-snowmobile-challenge,yes
11270,big-mutha-truckers,yes
11271,dt-carnage,no
11272,formula-1-06,no
11273,smashing-drive,no
11274,vr-karts,no
11275,wrc-fia-world-rally-championship,yes
11276,richard-burns-rally,no
11277,nhra-drag-racing-countdown-to-the-championship,no
11278,double-value-atv-thunder-ridge-riders-monster-trucks-mayhem,no
11279,superstars-v8-racing,yes
11280,dirt-rally,yes
11281,zenkoku-dekotora-matsuri,no
11282,snow-moto-racing-freedom,yes
11283,mx-world-tour-featuring-jamie-little,no
11284,wrc-6,no
11285,burnout-paradise-the-ultimate-box,yes
11286,monster-energy-supercross-the-official-videogame,no
11287,nhra-drag-racing-countdown-to-the-championship,no
11288,toca-race-driver-3-the-ultimate-racing-simulator,no
11289,wangan-midnight,yes
11290,onrush,no
11291,sx-superstar,no
11292,driven,yes
11293,supercar-challenge,no
11294,sbk-2011-fim-superbike-world-championship,no
11295,crazy-chicken-star-karts,yes
11296,the-italian-job,no
11297,aqua-moto-racing-utopia,yes
11298,maximum-racing-drag-amp-stock-racer,no
11299,motogp,yes
11300,f1-championship-season-2000,yes
11301,crash-time-autobahn-pusuit,no
11302,ride-3,yes
11303,project-gotham-racing-2-jp-weekly-sales,no
11304,driv3r,yes
11305,street-supremacy,yes
11306,mxgp-pro,yes
11307,maximum-racing-gp-classic-racing,no
11308,wrc-5-fia-world-rally-championship,yes
11309,dodge-racing-charger-vs-challenger,no
11310,biker-mice-from-mars,yes
11311,race-on,yes
11312,f1-2002,yes
11313,motogp-15,yes
11314,starsky-amp-hutch,no
11315,all-star-fruit-racing,no
11316,motorhead,no
11317,peak-performance,yes
11318,freaky-flyers,no
11319,ducati-world-racing-challenge,no
11320,smashing-drive,no
11321,heathcliff-the-fast-and-the-furriest,yes
11322,pimp-my-ride-street-racing,no
11323,forza-motorsport-4-december-ign-pack,no
11324,road-rage,no
11325,mx-vs-atv-supercross,yes
11326,drome-racers,yes
11327,gtr-evolution,yes
11328,race-driver-2006,no
11329,roadsters,no
11330,whiteout,no
11331,motor-trend-presents-lotus-challenge,no
11332,ride,yes
11333,driver-parallel-lines,yes
11334,d1-professional-drift-grand-prix-series,no
11335,baja-edge-of-control-hd,yes
11336,rush-hour,no
11337,dakar-2-the-worlds-ultimate-rally,no
11338,auto-modellista,no
11339,demon-driver-time-to-burn-rubber,no
11340,runabout-3-neo-age,yes
11341,renegade-racers,no
11342,kawasaki-snowmobiles,no
11343,ducati-moto,no
11344,drome-racers,yes
11345,moto-racer-ds,yes
11346,spy-hunter-super-sprint,no
11347,room-zoom-race-for-impact,no
11348,tube-slider,no
11349,cars-3-driven-to-win,yes
11350,road-trip-the-arcade-edition,no
11351,spy-hunter-nowhere-to-run,yes
11352,f1-2017,yes
11353,bomberman-fantasy-race,yes
11354,colin-mcrae-rally-20,no
11355,bugriders-the-race-of-kings,no
11356,redout,no
11357,wangan-midnight-portable,no
11358,trailblazers,no
11359,bigfoot-king-of-crush,yes
11360,total-immersion-racing,no
11361,moto-racer-4,yes
11362,dirt,no
11363,indianapolis-500-evolution,no
11364,f1-race-stars,yes
11365,atv-drift-amp-tricks,no
11366,kawasaki-jet-ski,yes
11367,freestyle-metal-x,no
11368,pac-man-world-rally,yes
11369,the-crew-wild-run,no
11370,18-wheels-of-steel-extreme-trucker,yes
11371,gt-legends,no
11372,need-for-speed-payback,yes
11373,test-drive-unlimited,yes
11374,ferrari-challenge-trofeo-pirelli-deluxe,no
11375,ride-2,yes
11376,group-s-challenge,no
11377,dakar-2-the-worlds-ultimate-rally,no
11378,whiteout,no
11379,xgra-extreme-g-racing-association,yes
11380,butt-ugly-martians-zoom-or-doom,no
11381,super-pickups,no
11382,the-fast-and-the-furious,yes
11383,chevrolet-camaro-wild-ride,no
11384,f1-2002,yes
11385,fuel,yes
11386,wrc-2-fia-world-rally-championship,yes
11387,xgra-extreme-g-racing-association,yes
11388,cars-3-driven-to-win,yes
11389,motocross-mania-3,yes
11390,gear-club-unlimited-2,no
11391,redout,no
11392,toca-race-driver-3-the-ultimate-racing-simulator,no
11393,yu-gi-oh-5ds-wheelie-breakers-jp-sales,no
11394,maximum-racing-crash-car-racer,no
11395,speed-kings,no
11396,ridge-racer-unbounded,yes
11397,the-crew-wild-run,no
11398,chrysler-classic-racing,no
11399,iridium-runners,no
11400,emergency-mayhem,no
11401,gadget-racers-pal,no
11402,freestyle-metal-x,no
11403,pulse-racer,no
11404,myth-makers-super-kart-gp,yes
11405,flatout-4-total-insanity,yes
11406,micro-machines-v4,yes
11407,super-speed-machines,no
11408,hurry-up-hedgehog,no
11409,top-gear-rpm-tuning,yes
11410,shinseiki-gpx-cyber-formula-road-to-the-infinity-4,no
11411,ferrari-the-race-experience,yes
11412,pro-rally,no
11413,valentino-rossi-the-game,yes
11414,v-rally-3,yes
11415,gti-club-supermini-festa,no
11416,monster-trux-offroad,yes
11417,antz-extreme-racing,yes
11418,assetto-corsa,no
11419,grip-combat-racing,no
11420,wrc-6,no
11421,powerbike,no
11422,race-driver-create-amp-race,no
11423,hummer-badlands,no
11424,dakar-18,yes
11425,choro-q,yes
11426,colin-mcrae-rally-2005,yes
11427,truck-racer,no
11428,ihra-drag-racing-sportsman-edition,no
11429,wrc-5-fia-world-rally-championship,yes
11430,sbk-superbike-world-championship,no
11431,lotus-challenge,no
11432,fast-racing-neo,yes
11433,grip-combat-racing,no
11434,sbk09-superbike-world-championship,no
11435,trackmania-turbo,yes
11436,moto-racer-4,yes
11437,alfa-romeo-racing-italiano,no
11438,honda-atv-fever,no
11439,flatout-4-total-insanity,yes
11440,mxgp-2,no
11441,wrc-fia-world-rally-championship,yes
11442,super-pickups,no
11443,road-trip-shifting-gears,no
11444,grooverider-slot-car-thunder,no
11445,rock-n-roll-racing,no
11446,turbo-trainz,no
11447,furious-karting,no
11448,hot-wheels-stunt-track-challenge-world-race,no
11449,dirt-4,yes
11450,freekstyle,yes
11451,thunder-alley,yes
11452,motogp-14,no
11453,smugglers-run,no
11454,sonic-amp-sega-all-stars-racing-transformed,no
11455,moto-racer-advance,yes
11456,colin-mcrae-rally-04,yes
11457,freaky-flyers,no
11458,rally-championship,no
11459,rallisport-challenge-jp-sales,no
11460,grooverider-slot-car-thunder,no
11461,monster-jam,yes
11462,powerdrome,no
11463,ride,yes
11464,flatout-ultimate-carnage,yes
11465,all-star-fruit-racing,no
11466,aladdin-magic-racer,no
11467,juiced-2-hot-import-nights,yes
11468,superstars-v8-racing,yes
11469,cars-3-driven-to-win,yes
11470,sebastien-loeb-rally-evo,no
11471,sega-rally-revo,yes
11472,grand-prix-legends,yes
11473,f1-2018,yes
11474,micro-machines-v4,yes
11475,sbk-superbike-world-championship,no
11476,karnaaj-rally,no
11477,full-auto-2-battlelines,yes
11478,yattaman-wii-bikkuridokkiri-machine-de-mou-race-da-koron,no
11479,atv-renegades,no
11480,score-international-baja-1000-the-official-game,no
11481,mini-desktop-racing,no
11482,import-tuner-challenge-jp-sales,no
11483,crusty-demons,no
11484,pocket-racers,no
11485,sideswiped,no
11486,sebastien-loeb-rally-evo,no
11487,motogp-15,yes
11488,trailblazers,no
11489,motogp-3-ultimate-racing-technology,yes
11490,v-rally-4,yes
11491,moto-racer-4,yes
11492,bit-generations-dotstream,no
11493,colin-mcrae-rally-2005-plus,no
11494,superstars-v8-next-challenge,yes
11495,action-girlz-racing,no
11496,wrc-5-fia-world-rally-championship,yes
11497,asphalt-urban-gt-2,yes
11498,v-rally-4,yes
11499,maximum-racing-super-karts,no
11500,rig-racer-2,no
11501,sega-rally-championship,yes
11502,city-racer,no
11503,maximum-racing-super-truck-racer,no
11504,micro-machines-v4,yes
11505,motogp-08,yes
11506,maximum-racing-sprint-cars,no
11507,flatout,yes
11508,motorstorm-complete,no
11509,hello-kitty-kruisers,no
11510,wrc-5-fia-world-rally-championship,yes
11511,mini-yonkyu-ds,no
11512,atv-drift-amp-tricks,no
11513,auto-modellista,no
11514,naild,no
11515,maximum-racing-rally-racer,no
11516,sbk09-superbike-world-championship,no
11517,atv-renegades,no
11518,spy-hunter-nowhere-to-run,yes
11519,shinseiki-gpx-cyber-formula-vs,no
11520,f1-grand-prix,yes
11521,superstars-v8-next-challenge,yes
11522,xs-moto,no
11523,spy-hunter,yes
11524,pimp-my-ride,no
11525,super-sonic-racer,no
11526,cars-2,yes
11527,micro-machines-world-series,yes
11528,toca-race-driver-3-challenge,no
11529,monster-4x4-world-circuit,yes
11530,london-taxi-rushour,no
11531,jungle-kartz,no
11532,igpx-immortal-grand-prix,no
11533,offroad-extreme-special-edition,no
11534,dt-carnage,no
11535,crash-time-iii,yes
11536,18-wheels-of-steel-triple-pack,no
11537,rc-de-go,yes
11538,pure-jp-sales,no
11539,shrek-smash-n-crash-racing,yes
11540,antz-extreme-racing,yes
11541,racing-team-manager,yes
11542,ford-bold-moves-street-racing,no
11543,driv3r,yes
11544,days-of-thunder-nascar-edition,no
11545,cruisn-velocity,yes
11546,grand-trucker-aniki-shigoto-to-kenka-to-koimoyou,no
11547,pure-jp-sales,no
11548,world-racing-2,yes
11549,gtr-2-fia-gt-racing-game,yes
11550,vin-diesel-wheelman,no
11551,driving-simulator,no
11552,world-racing-2,yes
11553,the-simpsons-hit-amp-run,no
11554,sbk09-superbike-world-championship,no
11555,3d-pixel-racing,no
11556,18-wheels-of-steel-american-long-haul,yes
11557,classic-british-motor-racing,no
11558,stuntman-ignition,yes
11559,crazy-frog-racer,no
11560,the-italian-job,no
11561,inspector-gadget-racing,yes
11562,juiced,yes
11563,driver-parallel-lines,yes
11564,chuck-e-cheeses-kart-racing,no
11565,4x4-hummer,no
11566,midtown-madness-2,yes
11567,srs-street-racing-syndicate,no
11568,bigfoot-collision-course,yes
11569,ferrari-the-race-experience,yes
11570,colin-mcrae-rally-3,yes
11571,toca-race-driver-2-ultimate-racing-simulator,no
11572,18-wheels-of-steel-convoy,yes
11573,need-for-speed-hot-pursuit-2,yes
11574,flatout-2,yes
11575,ford-racing-off-road,yes
11576,gadget-racers,yes
11577,rfactor,yes
11578,sonic-riders,yes
11579,crash-time-4-the-syndicate,yes
11580,colin-mcrae-rally-20,no
11581,gt-r-400,no
11582,rallisport-challenge,yes
11583,ford-bold-moves-street-racing,no
11584,crazy-taxi-3,no
11585,evolution-gt,no
11586,f1-2002,yes
11587,flatout,yes
11588,lego-racers-2,yes
11589,lego-racers-2,yes
11590,ferrari-challenge-trofeo-pirelli,yes
11591,spinout,no
11592,trackmania,yes
11593,top-gear-gt-championship,yes
11594,rayman-arena,yes
11595,superstars-v8-next-challenge,yes
11596,superstars-v8-racing,yes
11597,motogp-18,yes
11598,18-wheels-of-steel-haulin,no
11599,disney-sports-motocross,no
11600,the-elder-scrolls-v-skyrim,yes
11601,fallout-4,yes
11602,the-elder-scrolls-v-skyrim,yes
11603,the-witcher-3-wild-hunt,yes
11604,fable-iii,yes
11605,final-fantasy-xv,yes
11606,fallout-4,yes
11607,fallout-3,yes
11608,pokemon-lets-go-pikachu,no
11609,the-elder-scrolls-iv-oblivion,yes
11610,fallout-new-vegas,yes
11611,fallout-3,yes
11612,the-elder-scrolls-v-skyrim,yes
11613,the-elder-scrolls-v-skyrim-special-edition,yes
11614,fallout-new-vegas,yes
11615,the-elder-scrolls-iv-oblivion,yes
11616,mass-effect-2,yes
11617,mass-effect-3,yes
11618,star-wars-the-old-republic,yes
11619,yokai-watch-2-psychic-specters,no
11620,mass-effect,yes
11621,the-elder-scrolls-iii-morrowind,yes
11622,diablo-iii,yes
11623,pokemon-lets-go-eevee,no
11624,final-fantasy-xiii-2,yes
11625,dragon-age-origins,yes
11626,marvel-ultimate-alliance,yes
11627,dragon-age-inquisition,yes
11628,final-fantasy-xiii,yes
11629,star-wars-knights-of-the-old-republic,yes
11630,yu-gi-oh-duel-monsters-4,no
11631,dark-souls,yes
11632,dragon-quest-xi-echoes-of-an-elusive-age,yes
11633,x-men-legends,yes
11634,yu-gi-oh-forbidden-memories,yes
11635,the-legend-of-dragoon,no
11636,the-elder-scrolls-v-skyrim-special-edition,yes
11637,demons-souls,no
11638,dragon-quest-xi,no
11639,dragons-dogma,no
11640,xenosaga-episode-i-der-wille-zur-macht,yes
11641,the-witcher-3-wild-hunt,yes
11642,dragon-ball-z-the-legacy-of-goku,yes
11643,dragon-age-origins,yes
11644,persona-5,yes
11645,dark-cloud,yes
11646,mass-effect-andromeda,no
11647,mass-effect-3,yes
11648,mass-effect-2,yes
11649,south-park-the-fractured-but-whole,yes
11650,fallout-4,yes
11651,star-wars-knights-of-the-old-republic-ii-the-sith-lords,yes
11652,fallout-76,yes
11653,yu-gi-oh-the-sacred-cards,yes
11654,digimon-world,yes
11655,mega-man-battle-network-3-blue-white-version,no
